Age,Gender,Income,Employment Type,Experience,Loan Amount,Loan Duration,Credit History,Payment History,Existing Loans,Debt,Savings,EMI,Credit Card Utilization,Loan Purpose,Marital Status,Education,Default History,Interest Rate,Monthly Balance,Credit Mix,Payment Behaviour,Outstanding Debt,Monthly Salary,Occupation,Target
45,Female,45421.38,Scientist,24,77225.72,36,9,Good,2,2632.69,33833.21,3217.74,28.04,Business,Single,High School,1,14,292.25,Standard,Low_spent_Small_value_payments,614.6,0,Entrepreneur,Not Creditworthy
28,Male,29281.94,Manager,2,93532.99,36,25,Average,0,4432.46,6941.19,2598.14,37.77,Personal,Divorced,Bachelor,1,13,596.73,_,High_spent_Large_value_payments,1024.19,7168.59,Doctor,Not Creditworthy
45,Male,16718.08,Manager,24,111961.47,24,25,Good,5,2931.99,1057.18,3110.04,38.08,Car,Single,Bachelor,1,9,387.27,_,!@9#%8,1182.62,0,Media_Manager,Not Creditworthy
36,Female,36722.84,Developer,11,57703.92,48,19,Average,4,409.3,2861.02,961.73,39.19,Medical,Single,High School,1,18,189.74,Standard,Low_spent_Small_value_payments,355.4,0,Architect,Not Creditworthy
21,Male,19653,Scientist,0,107485.46,60,22,Excellent,4,919.98,11916.23,2239.28,24.77,Education,Married,Bachelor,0,26,310.67,_,Low_spent_Large_value_payments,3724.85,1735.45,Musician,Creditworthy
28,Male,36490.98,Mechanic,2,50000,48,23,Good,4,581.05,28998.07,833.33,25.18,Education,Married,Master,1,14,249.93,_,Low_spent_Small_value_payments,322.61,671.19,Lawyer,Not Creditworthy
45,Female,10000,Developer,24,69433.07,12,25,Average,7,1636.23,4857.65,1446.52,35.3,Home,Single,PhD,1,31,266.24,Bad,Low_spent_Small_value_payments,1388.38,1067.31,Media_Manager,Not Creditworthy
38,Male,31305.26,Lawyer,15,80451.62,84,22,Good,0,707.33,19743.17,6704.3,29.46,Home,Single,Diploma,0,5,234.84,Good,Low_spent_Medium_value_payments,841.07,1646.65,Architect,Creditworthy
35,Female,77859.91,Lawyer,10,178340.86,48,6,Good,0,998.9,16097.09,14861.74,27.5,Personal,Single,Diploma,0,4,418.77,Standard,Low_spent_Medium_value_payments,887.44,3296.01,Journalist,Creditworthy
50,Male,29097.82,Mechanic,24,124625.9,48,11,Good,4,1079.72,4745.14,2596.37,35.62,Home,Married,Bachelor,1,5,412.58,_,Low_spent_Large_value_payments,939.31,2994.96,Journalist,Not Creditworthy
43,Male,71223.92,Journalist,17,50000,60,16,Good,0,1917.13,30029.82,2083.33,38.64,Home,Single,Bachelor,0,13,0,Standard,Low_spent_Small_value_payments,420.02,0,Architect,Creditworthy
40,Male,38685.98,Media_Manager,17,68115.74,84,7,Excellent,2,1340.41,9012.34,5676.31,33.73,Business,Married,High School,1,27,274.2,Bad,Low_spent_Small_value_payments,2526.03,836.18,Architect,Not Creditworthy
18,Male,74733.44,Doctor,0,86211.57,60,10,Excellent,5,4685.34,34224.29,1436.86,38.96,Medical,Single,Bachelor,1,17,150.66,Standard,Low_spent_Large_value_payments,1382.62,7781.01,Developer,Not Creditworthy
50,Female,99089.52,Media_Manager,28,50077.09,60,22,Excellent,1,338.95,74136.92,1391.03,27.29,Car,Divorced,High School,1,1,547.23,Good,High_spent_Large_value_payments,487.44,3331.35,Musician,Not Creditworthy
28,Female,17273.83,Journalist,7,55538.17,12,13,Poor,5,2195.01,12238.96,2314.09,30.22,Medical,Married,Master,1,15,751.69,Standard,High_spent_Large_value_payments,281.42,9259.8,Doctor,Not Creditworthy
37,Male,25546.26,Entrepreneur,15,50000,60,14,Average,5,758.44,7660.75,833.33,30.1,Personal,Single,Master,0,15,337.38,Bad,High_spent_Medium_value_payments,3119.6,4419.14,Manager,Creditworthy
44,Female,36980.1,Media_Manager,18,88227.66,24,11,Good,6,2403.26,23810.11,3676.15,27.34,Car,Married,High School,1,17,642.51,Standard,High_spent_Medium_value_payments,240.6,0,Media_Manager,Not Creditworthy
34,Male,500000,Unemployed,11,114916.82,48,9,Good,6,2867.66,62668.88,1915.28,38.82,Business,Single,High School,1,5,825.14,_,Low_spent_Medium_value_payments,1131.7,11114.77,Teacher,Not Creditworthy
23,Male,19514.52,Entrepreneur,2,204009.58,12,18,Average,2,170.66,13287.52,8500.4,28.03,Medical,Married,PhD,1,1,625.79,Good,High_spent_Medium_value_payments,276.91,0,Scientist,Not Creditworthy
65,Female,10030.52,Writer,41,131896.46,12,19,Good,8,4812.08,6670.15,2198.27,34.49,Personal,Single,Bachelor,1,8,334.83,Standard,High_spent_Medium_value_payments,164.66,2623.36,Entrepreneur,Not Creditworthy
22,Male,88220.12,Teacher,0,50029.5,60,8,Average,0,617.85,62818.36,2084.56,35.47,Education,Married,High School,1,4,689.12,Good,High_spent_Medium_value_payments,1317.48,13111.82,Engineer,Not Creditworthy
54,Female,102630,Manager,32,204321.24,48,7,Average,8,82.66,5215.57,8513.38,36.97,Car,Married,Bachelor,0,4,433.6,Good,Low_spent_Large_value_payments,632.46,2612.49,Entrepreneur,Creditworthy
41,Female,19519.57,Mechanic,16,105583.51,84,12,Excellent,2,2225.18,3674.26,1759.73,27.43,Personal,Single,Bachelor,1,6,589.49,Good,Low_spent_Small_value_payments,849.98,8408.46,_______,Not Creditworthy
33,Female,15713.83,Teacher,9,50000,60,24,Good,2,2271.53,1034.02,1041.67,32.03,Car,Married,High School,0,11,326.11,Standard,Low_spent_Medium_value_payments,1124.16,1219.73,Journalist,Creditworthy
32,Female,10000,Unemployed,7,100038.7,60,29,Good,6,1990.69,7883.45,2084.14,31.06,Business,Married,High School,0,7,433.41,Standard,Low_spent_Large_value_payments,417.27,4895.05,Manager,Creditworthy
38,Female,34212.01,Teacher,16,130316.3,48,13,Average,3,512.38,25001.62,10859.69,28.44,Personal,Married,Bachelor,0,7,285.82,Good,Low_spent_Small_value_payments,949.65,4626.99,Entrepreneur,Creditworthy
56,Female,30594.51,Musician,35,191144.91,48,8,Poor,8,1277.91,17856.26,3982.19,31.25,Home,Single,Bachelor,0,22,296.8,Standard,High_spent_Large_value_payments,1987.21,1298.76,Musician,Creditworthy
27,Male,63536.98,Musician,3,106163.66,24,18,Excellent,2,89.62,26297.47,8846.97,37.39,Car,Married,High School,1,7,364.98,_,Low_spent_Medium_value_payments,497.98,0,Media_Manager,Not Creditworthy
49,Male,97515.78,Journalist,26,50000,60,6,Average,0,154.94,26469.93,4166.67,34.39,Medical,Married,Master,0,13,486.7,Standard,Low_spent_Medium_value_payments,816.11,3824.74,Manager,Creditworthy
40,Male,38894.06,Mechanic,14,59086.43,24,19,Good,7,3997.22,30688.75,1641.29,34.08,Home,Single,Bachelor,1,7,481.9,_,Low_spent_Small_value_payments,514.91,9983.4,Lawyer,Not Creditworthy
65,Female,123847.04,Manager,44,136815.87,84,19,Good,1,1417.89,39454.35,11401.32,30.79,Car,Single,High School,0,9,457.46,Good,Low_spent_Medium_value_payments,1124.37,3097.02,Mechanic,Creditworthy
26,Male,26937.79,Musician,5,121339.23,24,10,Excellent,8,1294.06,7032.14,3370.53,27.09,Education,Single,Bachelor,1,5,391.79,Standard,High_spent_Medium_value_payments,1240.48,2841.55,Architect,Not Creditworthy
35,Male,72330.98,Media_Manager,12,111602.41,48,15,Good,1,596.78,13321.93,2325.05,24.84,Medical,Single,Master,1,17,288.71,Bad,High_spent_Small_value_payments,2142.54,0,Entrepreneur,Not Creditworthy
22,Male,29880.29,Teacher,1,145988.65,48,21,Good,0,1262.95,9675.43,2433.14,27.7,Business,Married,Diploma,1,18,356.83,Standard,High_spent_Medium_value_payments,478.11,1550.7,Entrepreneur,Not Creditworthy
37,Male,158757.88,Engineer,13,50000,36,18,Average,4,1317.48,48527.27,833.33,26.97,Business,Married,High School,0,25,336.63,Standard,Low_spent_Small_value_payments,1664.82,0,Writer,Creditworthy
41,Male,42776.51,Writer,20,100780.12,84,21,Good,0,152.77,27534.19,1679.67,41.45,Car,Married,Master,0,4,548.12,_,High_spent_Medium_value_payments,1049.75,5489.96,Musician,Creditworthy
27,Male,37983.12,Mechanic,6,87232.61,24,9,Good,2,1629.11,23634.8,2423.13,31.32,Medical,Single,Bachelor,1,13,495.6,Standard,Low_spent_Large_value_payments,565.04,3743.7,Scientist,Not Creditworthy
31,Male,14501.97,Journalist,6,73599.56,48,9,Good,5,4676.1,2817.21,3066.65,31.31,Car,Married,Bachelor,1,23,185.67,_,Low_spent_Small_value_payments,1657.74,1896.84,Mechanic,Not Creditworthy
19,Male,37807.28,Architect,0,167835.39,60,12,Good,2,108.85,23139.44,4662.09,29.27,Car,Married,PhD,1,18,597.62,Standard,Low_spent_Large_value_payments,1043.09,10899.15,Scientist,Not Creditworthy
18,Other,49023.6,Scientist,0,115227.01,12,23,Good,6,2521.52,25759.4,4801.13,26.55,Business,Divorced,Master,1,18,273.22,Standard,Low_spent_Small_value_payments,348.7,4806.73,Journalist,Not Creditworthy
47,Female,94511.79,Entrepreneur,26,104659.42,60,6,Good,0,1315.6,63313.73,2907.21,35.8,Personal,Single,Bachelor,1,12,123.69,Good,Low_spent_Small_value_payments,301.82,3864.93,Media_Manager,Not Creditworthy
32,Female,131577.84,Unemployed,6,109767.3,24,13,Good,2,816.21,37269.49,9147.28,35.47,Personal,Divorced,Master,0,27,133.43,Bad,Low_spent_Large_value_payments,4523.88,5309.23,Scientist,Creditworthy
24,Female,142113.96,Musician,0,123685.32,12,12,Average,3,1037.68,109301.64,2576.78,41.19,Business,Single,Bachelor,1,30,238.93,Bad,Low_spent_Medium_value_payments,4283.59,913.66,Teacher,Not Creditworthy
39,Male,34680.44,Doctor,13,118979.31,36,4,Good,0,551.18,21253.42,1982.99,39.79,Car,Married,Bachelor,0,13,308.2,Standard,High_spent_Small_value_payments,1353.86,2807.6,Engineer,Creditworthy
33,Male,14205.09,Musician,7,115640.04,60,22,Excellent,8,4845.24,8227.67,4818.34,30.56,Education,Married,Master,1,12,479.08,Good,Low_spent_Medium_value_payments,59.06,3792.17,Developer,Not Creditworthy
55,Male,20186.02,Scientist,29,223591.17,60,8,Average,2,413.32,6034.33,9316.3,39.06,Education,Divorced,Bachelor,0,17,309.4,Standard,!@9#%8,735.37,0,Mechanic,Creditworthy
29,Male,60417.68,Developer,8,149044.77,60,23,Average,1,1010.73,45837.29,6210.2,38.46,Home,Single,High School,1,2,729.42,_,High_spent_Medium_value_payments,1487.9,7914.57,Media_Manager,Not Creditworthy
46,Female,32017.75,Lawyer,22,174907.8,84,16,Excellent,4,776.86,9741.11,2915.13,29.74,Home,Single,Diploma,1,16,456.98,Standard,High_spent_Large_value_payments,218.72,4930.67,Musician,Not Creditworthy
43,Female,48608.78,Unemployed,22,121311.79,60,23,Average,2,345.71,35287.61,3369.77,38.55,Personal,Single,Diploma,0,10,228.08,Good,Low_spent_Small_value_payments,919.98,1581.75,Scientist,Creditworthy
42,Male,132861.6,Architect,20,129719.42,36,21,Excellent,1,1055.32,16075.12,2161.99,35.38,Business,Single,Bachelor,1,11,150.75,Good,Low_spent_Small_value_payments,647.94,2541.19,Developer,Not Creditworthy
30,Male,15746.63,Lawyer,8,50000,48,15,Average,5,2098.83,3709.55,1388.89,33.03,Car,Single,Bachelor,1,5,767.96,_,High_spent_Large_value_payments,1358.65,0,Manager,Not Creditworthy
35,Male,55226.18,Lawyer,12,66817.05,12,17,Average,4,1170.52,10513.89,2784.04,26.02,Medical,Single,Bachelor,1,5,686.11,Standard,High_spent_Medium_value_payments,1358.65,9279.56,Manager,Not Creditworthy
31,Other,78290.36,Manager,10,144524.31,24,24,Average,0,952.61,54308.82,3010.92,29.9,Medical,Single,Bachelor,1,19,298.14,Bad,Low_spent_Small_value_payments,1580.91,555.21,Doctor,Not Creditworthy
43,Male,46066.06,Musician,17,116895,24,25,Average,2,373.75,25100.41,2435.31,39.43,Car,Single,Bachelor,1,3,613.74,Good,High_spent_Medium_value_payments,106.83,6771.76,Developer,Not Creditworthy
36,Female,10987.94,Developer,12,145144.29,48,10,Excellent,4,1384.32,7511.12,4031.79,25.8,Car,Married,Bachelor,0,14,362.91,Standard,Low_spent_Large_value_payments,168,1866.02,Journalist,Creditworthy
21,Female,124419.66,Lawyer,0,50992.88,48,13,Good,4,923.85,78979.07,4249.41,32.82,Car,Single,Bachelor,1,33,298.29,Standard,High_spent_Small_value_payments,1675,5229.23,Architect,Not Creditworthy
45,Male,118248.6,Entrepreneur,19,138486.1,48,14,Good,0,191.09,75039.77,11540.51,29.15,Education,Married,Diploma,1,24,503.56,Standard,High_spent_Large_value_payments,1450.31,5428.12,Mechanic,Not Creditworthy
55,Male,33720.51,Musician,29,112259.09,36,18,Average,2,583.96,22085.05,1870.98,29.2,Car,Single,PhD,1,27,355.81,Bad,High_spent_Medium_value_payments,3861.66,3332.22,Media_Manager,Not Creditworthy
51,Male,80362.35,Scientist,28,50000,48,17,Good,4,60.04,5338.73,1388.89,39.85,Home,Divorced,Bachelor,0,11,388.2,Good,Low_spent_Medium_value_payments,791.51,3430.11,Engineer,Creditworthy
22,Male,15081.12,Musician,0,168048.9,36,21,Average,4,1987.21,3788.1,4668.02,29.59,Personal,Single,Master,1,4,1073.12,Good,High_spent_Medium_value_payments,1423.23,11888.19,Journalist,Not Creditworthy
20,Female,18921.78,Journalist,0,126302.03,36,9,Good,6,4761.49,2957.62,3508.39,35.1,Medical,Married,Bachelor,1,17,580.13,Standard,High_spent_Medium_value_payments,1173.7,6284.61,Engineer,Not Creditworthy
19,Male,89388.72,Architect,0,93961.58,60,11,Good,1,1030.1,35393.62,7830.13,31.69,Business,Married,Master,0,5,509.96,_,High_spent_Small_value_payments,345.71,4300.73,Manager,Creditworthy
26,Female,146351.36,Journalist,5,78426.56,12,20,Poor,4,501.57,17534.87,6535.55,27.63,Medical,Married,Master,1,18,292.2,Standard,High_spent_Small_value_payments,516.76,0,Scientist,Not Creditworthy
28,Female,139538.32,Mechanic,3,136386.75,12,16,Average,4,706.54,50377.54,5682.78,36.08,Medical,Married,Master,0,9,803.89,_,High_spent_Medium_value_payments,1315.6,7717.98,_______,Creditworthy
53,Male,35554.04,Accountant,32,75171.16,24,9,Poor,4,89.93,11646.62,3132.13,39.32,Personal,Married,Bachelor,1,15,1008.24,Standard,High_spent_Medium_value_payments,929.47,0,Mechanic,Not Creditworthy
33,Male,26716.09,Architect,12,104516.85,48,8,Poor,3,643.89,20978.64,1741.95,38.01,Car,Single,High School,0,12,299.72,Standard,High_spent_Small_value_payments,70.82,2471.64,Entrepreneur,Creditworthy
41,Male,33978.57,Musician,20,114738.48,36,24,Good,3,1082.25,19601.8,9561.54,31.17,Education,Single,High School,0,3,619.92,Good,Low_spent_Large_value_payments,816.21,0,Manager,Creditworthy
18,Male,10119.76,Media_Manager,0,200078.44,12,18,Good,4,1388.38,552.87,16673.2,34.66,Business,Single,Bachelor,1,9,151.07,_,Low_spent_Small_value_payments,147.77,0,Musician,Not Creditworthy
50,Male,65912.38,Accountant,26,50000,12,5,Average,0,300.63,29441.27,2083.33,36.42,Home,Married,Bachelor,0,21,211.83,Standard,Low_spent_Small_value_payments,1409.58,0,_______,Creditworthy
50,Female,18268.61,Musician,28,164382.02,24,11,Good,4,393.05,6928.4,4566.17,23.09,Business,Married,Diploma,1,15,201.23,Bad,!@9#%8,3957.01,1622.21,Engineer,Not Creditworthy
25,Female,10000,Developer,3,107573.1,48,17,Good,4,62.66,3486.86,2988.14,40.46,Car,Married,Master,1,30,313.85,Standard,!@9#%8,2056.83,1205.62,Teacher,Not Creditworthy
33,Female,81427.02,Teacher,8,50000,84,21,Good,4,17.81,45530.48,4166.67,36.76,Personal,Married,PhD,1,32,245.07,Bad,High_spent_Medium_value_payments,2989.13,2184.58,Developer,Not Creditworthy
36,Male,71223.92,Journalist,11,50000,12,23,Good,7,1917.13,6408.1,2083.33,22.2,Home,Single,PhD,1,6,359.59,_,!@9#%8,1147.59,0,Teacher,Not Creditworthy
43,Male,123732.32,Unemployed,22,111646.09,36,11,Average,0,1154.46,60292.23,1860.77,31.11,Personal,Married,High School,1,20,537.02,Standard,High_spent_Small_value_payments,298.13,0,Lawyer,Not Creditworthy
51,Male,19514.52,Entrepreneur,28,66892.82,24,7,Good,2,170.66,9105.61,5574.4,32.68,Home,Married,Bachelor,0,7,1026.92,Good,High_spent_Large_value_payments,1045.11,11809.56,Scientist,Creditworthy
35,Female,15091.03,Musician,9,79957.99,12,22,Good,8,3247.42,8853.44,6663.17,38.07,Personal,Single,High School,1,5,352.46,Standard,Low_spent_Small_value_payments,812.01,2529.11,Doctor,Not Creditworthy
36,Male,40730.59,Unemployed,13,188174.44,84,26,Good,6,1382.82,23856.61,5227.07,27.79,Business,Married,Bachelor,0,4,731.94,Good,Low_spent_Large_value_payments,1317.48,13111.82,Engineer,Creditworthy
18,Female,10000,Media_Manager,0,101340.2,48,17,Average,4,1916.48,7012.95,1689,25.57,Personal,Divorced,Diploma,1,2,249.19,Good,Low_spent_Small_value_payments,1177.09,1522.28,Writer,Not Creditworthy
65,Other,110721.66,Doctor,43,52495.56,36,19,Good,4,281.42,69539.74,1458.21,30.55,Education,Single,Master,0,16,761.08,Standard,High_spent_Large_value_payments,1410.49,8546.53,Manager,Creditworthy
35,Male,62932.48,Entrepreneur,12,58612.53,84,7,Average,4,2412.6,41964.22,1221.09,27.9,Medical,Single,High School,1,5,351.83,Good,High_spent_Medium_value_payments,97.41,3794.92,Media_Manager,Not Creditworthy
53,Female,42048.24,Mechanic,31,118334.65,36,12,Excellent,2,975.52,12738.3,2465.31,34.37,Education,Married,Master,0,16,335.99,Bad,High_spent_Small_value_payments,1823.34,1571.67,Musician,Creditworthy
46,Male,24199.24,Architect,22,86441.81,84,19,Excellent,1,784.35,2086.41,7203.48,34.89,Personal,Single,Diploma,1,5,931.47,Good,High_spent_Small_value_payments,1294.06,12357.57,Musician,Not Creditworthy
55,Male,71424.57,Doctor,32,109185.35,84,9,Good,4,484.43,52745.69,2274.69,30.86,Personal,Married,Bachelor,0,30,256.26,Standard,Low_spent_Small_value_payments,1766.86,849.94,Engineer,Creditworthy
58,Female,86676.39,Media_Manager,32,177864.89,60,21,Excellent,7,1066.91,45756.84,7411.04,35.05,Car,Married,Master,0,12,236.62,Good,Low_spent_Small_value_payments,463.57,2524.09,Musician,Creditworthy
43,Female,65534.38,Teacher,21,197396.35,84,5,Average,2,269.46,44471.02,8224.85,31.25,Business,Single,High School,0,4595,413.44,Good,Low_spent_Medium_value_payments,900.83,3566.76,Architect,Creditworthy
38,Male,31305.26,Lawyer,12,73609.02,84,14,Good,0,707.33,12300.05,6134.08,29.46,Education,Divorced,Master,0,29,266.3,Bad,High_spent_Small_value_payments,1684.06,908.27,Teacher,Creditworthy
19,Other,16813.54,Accountant,0,75939.36,84,25,Poor,8,3520.79,4648.3,1582.07,24.37,Home,Married,Bachelor,1,10,625.07,Good,Low_spent_Large_value_payments,614.83,6596.96,Musician,Not Creditworthy
54,Female,55662.64,Manager,32,145156.1,48,14,Excellent,3,1078.02,31753.1,12096.34,28.32,Home,Single,Bachelor,1,20,503.73,_,High_spent_Large_value_payments,4167.43,6327.62,Writer,Not Creditworthy
45,Male,39009.93,Scientist,21,116353.9,36,8,Good,3,1043.09,31001.8,3232.05,39.9,Education,Single,High School,0,11,236.32,Standard,Low_spent_Small_value_payments,809.11,1127.36,Scientist,Creditworthy
47,Male,70112.78,Doctor,26,70400.22,60,5,Average,2,877.06,21106.14,1173.34,34.3,Home,Married,Bachelor,1,25,275.61,Bad,Low_spent_Small_value_payments,1853.17,0,Journalist,Not Creditworthy
24,Male,15964.31,Writer,0,92497.28,36,11,Good,5,4375.21,8472.34,7708.11,25.61,Home,Single,High School,1,12,315.59,_,Low_spent_Medium_value_payments,1663.18,1183.86,_______,Not Creditworthy
43,Female,14439.41,Unemployed,22,72902.19,24,22,Good,0,1238.5,10827.94,6075.18,39.08,Business,Single,Master,1,11,487.58,Good,High_spent_Medium_value_payments,833.1,3984.96,Entrepreneur,Not Creditworthy
40,Male,61946.42,Unemployed,15,89308.57,24,17,Excellent,1,1118.37,18563.61,3721.19,36.18,Personal,Single,Master,0,1,379.04,Good,Low_spent_Small_value_payments,1278.69,1905.03,Entrepreneur,Creditworthy
50,Male,29097.82,Mechanic,26,196439.14,24,13,Good,4,1079.72,19475.31,5456.64,27.38,Personal,Single,Bachelor,0,8,402.24,Good,Low_spent_Large_value_payments,461.13,4977.76,Scientist,Creditworthy
27,Female,500000,Lawyer,1,50136.45,84,6,Excellent,3,1261.93,86125.39,2089.02,22.96,Education,Divorced,Diploma,1,19,42.89,Standard,Low_spent_Small_value_payments,185.7,11894.04,Teacher,Not Creditworthy
39,Male,53530.53,Journalist,15,145587.31,60,21,Good,7,1952.97,7693.08,6066.14,33.93,Education,Married,Bachelor,0,23,344.29,Standard,Low_spent_Small_value_payments,1696.82,0,Writer,Creditworthy
50,Female,20703.48,Media_Manager,26,191531.98,48,19,Poor,1,965.09,11799.61,3192.2,30.02,Education,Single,Bachelor,0,13,770.22,Standard,High_spent_Medium_value_payments,952.61,6648.2,Manager,Creditworthy
40,Male,19078.93,Journalist,19,69453.07,60,21,Poor,0,265.86,10172.74,1157.55,32.5,Personal,Single,High School,1,17,292.78,_,High_spent_Small_value_payments,1283.37,2898.38,Teacher,Not Creditworthy
32,Female,75273.24,Musician,10,199348.78,12,21,Good,5,2497.34,52323.83,3322.48,35.27,Business,Married,Master,0,9,290.86,Standard,Low_spent_Small_value_payments,457.13,678.11,Accountant,Creditworthy
37,Male,54481.56,Entrepreneur,13,119574.88,12,10,Excellent,7,3793.7,6834.17,3321.52,33.77,Car,Married,Bachelor,1,15,302.33,Standard,Low_spent_Medium_value_payments,1635.19,5591.41,Media_Manager,Not Creditworthy
28,Female,59448.04,Scientist,5,97393.3,24,26,Good,6,3825.82,42636.32,4058.05,24.31,Car,Married,Diploma,1,12,547,Standard,Low_spent_Medium_value_payments,198.53,5799.13,Lawyer,Not Creditworthy
40,Male,28922.03,Journalist,15,107959.68,60,11,Good,0,1329.59,17847.73,1799.33,26.93,Car,Single,Bachelor,0,8,549.42,_,High_spent_Large_value_payments,721.95,3536.59,_______,Creditworthy
18,Female,10000,Media_Manager,0,89511.51,12,13,Good,4,1916.48,3540.04,2486.43,36.13,Car,Married,Master,1,12,288.07,Good,Low_spent_Small_value_payments,425.84,2061.89,Teacher,Not Creditworthy
18,Female,52972.5,Musician,0,105646.08,60,24,Good,3,2196.59,38458.25,1760.77,32.4,Personal,Married,Bachelor,1,18,269.13,Standard,Low_spent_Large_value_payments,2551.12,1416.69,Teacher,Not Creditworthy
31,Male,15627.72,Architect,5,137527.77,12,9,Good,3,983.22,6166.98,2292.13,36.3,Car,Married,Diploma,1,24,313.93,Bad,Low_spent_Medium_value_payments,2107.76,1196.82,Entrepreneur,Not Creditworthy
